field,quickconfig_line,scope_basis,venue_applicability,vector_status,vector_evidence_file_line,backtest_v12_live_status,backtest_v12_live_evidence_file_line,ez_crypto_live_status,ez_crypto_live_evidence_file_line,tradier_live_status,tradier_live_evidence_file_line,exact_contract,gap_reason
DELTA_EXIT_ENABLED,3432,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7460:compute_exit_signals:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6849:run_simulation_tradier:getattr;backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_manage.py:43883:process_position:getattr;ez_positions_quick.py:15744:worker:attribute,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:13333:evaluate_stop:_cfg_auto;tradier_manage.py:13437:evaluate_stop:attribute;tradier_manage.py:828:_v12_wt_exit_reason:resolver,,no reviewed exact vector/live semantic contract
DELTA_GATE_AUGMENT,4100,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7810:compute_augment_signals:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
DELTA_GATE_OPEN,4105,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7040:compute_entry_signals:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
DELTA_GATE_REENTRY,4107,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7043:compute_entry_signals:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
DELTA_MAX_HOLD_BARS,4111,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13563:simulate_one:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
DELTA_REENTRY_FILTER_ENABLED,3834,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:13969:simulate_one:attribute,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_manage.py:301:check_reentry_delta_tolerant:getattr,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
D_TREND_REQUIRED,3444,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:6901:compute_entry_signals:attribute,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
EMA200_STOCHRSI_BODY_MULT,4581,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:5639:compute_reentry_blocks:attribute;v12_quick_engine.py:5645:compute_reentry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4388:rate:getattr;ez_positions_quick.py:4390:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1029:_v12_additive_entry_claim:resolver,current selected-TF candle body divided by prior parent body minimum,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA200_STOCHRSI_ENABLED,4577,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:5610:compute_reentry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4380:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1012:_v12_additive_entry_claim:resolver,parent gate for the SMA200/StochRSI/body-ratio additive entry score,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA200_STOCHRSI_K_LONG,4579,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:5638:compute_reentry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4388:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1032:_v12_additive_entry_claim:resolver,strict LONG stochastic upper bound for the reversal predicate,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA200_STOCHRSI_K_SHORT,4580,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:5644:compute_reentry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4390:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1033:_v12_additive_entry_claim:resolver,strict SHORT stochastic lower bound for the reversal predicate,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA200_STOCHRSI_SCORE,4582,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:6336:_combine_entry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4389:rate:getattr;ez_positions_quick.py:4391:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1037:_v12_additive_entry_claim:resolver,score added only when the complete SMA200/StochRSI/body predicate qualifies,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA200_STOCHRSI_TF,4578,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:5611:compute_reentry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4381:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1013:_v12_additive_entry_claim:resolver,"native timeframe for SMA200, stochastic cross, and candle body inputs",backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA20_SLOPE_ENTRY_ENABLED,4117,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5992:compute_reentry_blocks:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
EMA20_SLOPE_SHORT_THRESHOLD_1H,4118,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5994:compute_reentry_blocks:getattr,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer; no causal Tradier consumer
EMA_9_21_FILTER_ENABLED,4575,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:3342:_kindergarten_entry_mask:getattr,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:20407:should_enter_long:_cfg_auto;tradier_manage.py:20694:should_enter_short:_cfg_auto;tradier_manage.py:897:_v12_kindergarten_entry_allowed:resolver,ema9_21 kindergarten subgate; false is the same fail-open mask,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_9_21_TIMEFRAME,4576,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:3346:_kindergarten_entry_mask:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:20408:should_enter_long:_cfg_auto;tradier_manage.py:20411:should_enter_long:_cfg_auto;tradier_manage.py:20695:should_enter_short:_cfg_auto;tradier_manage.py:20698:should_enter_short:_cfg_auto;tradier_manage.py:900:_v12_kindergarten_entry_allowed:resolver,native timeframe selector for ema9_21 kindergarten mode,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_DIST_ENTRY_ENABLED,4119,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5997:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_manage.py:35017:calculate_final_order_quantity:getattr,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
EMA_DIST_LONG_THRESHOLD,4120,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5999:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_manage.py:35021:calculate_final_order_quantity:attribute;ez_manage.py:35026:calculate_final_order_quantity:attribute,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
EMA_DIST_SHORT_THRESHOLD,4121,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5999:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_manage.py:35029:calculate_final_order_quantity:attribute;ez_manage.py:35034:calculate_final_order_quantity:attribute,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
EMA_DIST_SIZING_ENABLED,4122,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7940:compute_regime_sizing_mult:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_manage.py:35513:calculate_final_order_quantity:getattr,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
EMA_DIST_SIZING_MULT,4123,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:7943:compute_regime_sizing_mult:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,ez_manage.py:35518:calculate_final_order_quantity:getattr,GAP_NO_CAUSAL_CONSUMER,,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal Tradier consumer
EMA_PULLBACK_ENABLED,4583,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:5588:compute_reentry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4311:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:996:_v12_additive_entry_claim:resolver,parent gate for the EMA pullback additive entry score,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_PULLBACK_SCORE_BONUS,4585,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:6334:_combine_entry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4319:rate:getattr;ez_positions_quick.py:4321:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:1009:_v12_additive_entry_claim:resolver,score added only when the complete side-aware EMA pullback predicate qualifies,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_PULLBACK_TF,4584,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:5589:compute_reentry_blocks:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:5438:ez_manage.process_position;backtest_v12_engine.py:5897:ez_positions_quick.check_entry_candidates_for_account;backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,EXACT_CAUSAL_CONSUMER,ez_positions_quick.py:4312:rate:getattr,EXACT_CAUSAL_CONSUMER,tradier_manage.py:997:_v12_additive_entry_claim:resolver,native timeframe for EMA9/14/20 and stochastic pullback inputs,backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_SMA_9_21_CROSS_ENABLED,5194,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:7199:compute_entry_signals:getattr,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:682:_v12_optional_tf_entry_claim:_cfg,OR entry on a side-aware 9/21 EMA transition across available persisted TFs,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_TF_15M_ENABLED,5199,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:7238:compute_entry_signals:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:687:_v12_optional_tf_entry_claim:_cfg,OR entry on the exact persisted 15m 9/21 EMA transition,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_TF_1H_ENABLED,5200,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:7240:compute_entry_signals:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:688:_v12_optional_tf_entry_claim:_cfg,OR entry on the exact persisted 1h 9/21 EMA transition,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_TF_3M_ENABLED,5197,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:7234:compute_entry_signals:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:685:_v12_optional_tf_entry_claim:_cfg,OR entry on the exact persisted 3m 9/21 EMA transition,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_TF_4H_ENABLED,5201,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:7242:compute_entry_signals:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:689:_v12_optional_tf_entry_claim:_cfg,OR entry on the exact persisted 4h 9/21 EMA transition,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_TF_5M_ENABLED,5198,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:7236:compute_entry_signals:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:686:_v12_optional_tf_entry_claim:_cfg,OR entry on the exact persisted 5m 9/21 EMA transition,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_TF_D_ENABLED,5202,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:7244:compute_entry_signals:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:690:_v12_optional_tf_entry_claim:_cfg,OR entry on the exact persisted daily 9/21 EMA transition,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
EMA_TF_W_ENABLED,5203,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_EXACT_REVIEWED,v12_quick_engine.py:7246:compute_entry_signals:attribute,EXACT_LIVE_DELEGATED_OR_DIRECT_PATH,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,EXACT_CAUSAL_CONSUMER,tradier_manage.py:691:_v12_optional_tf_entry_claim:_cfg,OR entry on the exact persisted weekly 9/21 EMA transition,no causal EZ crypto consumer; backtest reaches reviewed live consumer by delegation rather than a duplicate predicate
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_BOUNCE_DISTANCE,3455,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5776:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:7643:process_position:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_BOUNCE_TIMEFRAME,3454,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5774:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:7642:process_position:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_CONFIRMATION_MIN,3458,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5779:compute_reentry_blocks:attribute,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:7646:process_position:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_DEEP_K4H,3456,UNIQUE_QUICKCONFIG_FIELD_WITH_NON_SYNTHETIC_VECTOR_READ,BOTH_OR_UNRESOLVED,CONNECTED_CAUSAL_READ_SEMANTICS_UNVERIFIED,v12_quick_engine.py:5777:compute_reentry_blocks:getattr,CAUSAL_PATH_SEMANTICS_UNVERIFIED,backtest_v12_engine.py:6694:run_simulation_tradier imports and runs tradier_manage,GAP_NO_CAUSAL_CONSUMER,,CAUSAL_CONSUMER_SEMANTICS_UNVERIFIED,tradier_manage.py:7644:process_position:_cfg_auto,,no reviewed exact vector/live semantic contract; no field-specific causal read in backtest_v12_engine (generic override propagation excluded); no causal EZ crypto consumer
