Queue_Row,Switch,Classification,Classification_Reason,Family,Groups,Source_Sheets,QuickConfig_Declared,Default,Type,Authoritative_Values,Values_Source,Parents,Parent_Context,TF_Support_Mode,TF_Support,Native_Base_TF,Vector_Read,Vector_Causal_Read,Live_Read,Live_Crypto_Read,Live_Tradier_Read,Parity_Status,Semantic_Cert_Status,Semantic_Cert_Reason,Repair_Owner,Exact_Venue,Exact_Side,Witness_Target,Missing_Data_Policy,Entry_Lifecycle_Witness,Alias_Of,Batch_ID,Batch_Slot,BTCUSDC_LONG_Status,BTCUSDC_LONG_Reason,BTCUSDC_SHORT_Status,BTCUSDC_SHORT_Reason,MU_LONG_Status,MU_LONG_Reason,MU_SHORT_Status,MU_SHORT_Reason
993,FROZEN_ABSOLUTE_FLOOR_PCT_TRADIER,EXECUTABLE_QUICKCONFIG_STRATEGY,QuickConfig declaration and causal vector read are present,FROZEN_ABSOLUTE_FLOOR,ENGINE_AUTO_WIRED|OTHER|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,-12.0,float,"[-12.0,-10.0,-8.0,-6.0,-4.0]",SWITCH_CATALOG,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,True,True,False,False,False,NOT_IN_PARITY_INVENTORY,VECTOR_ONLY_NEEDS_LIVE_REVIEW,causal vector read exists without a live read,LIVE_PARITY_REVIEW,TRADIER,BOTH,MU_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,S1Q-0044,16,N_A_VENUE,TRADIER-only field is not executable on CRYPTO,N_A_VENUE,TRADIER-only field is not executable on CRYPTO,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
994,FROZEN_ACTIVATION_STOP_ENABLED,EXECUTABLE_QUICKCONFIG_STRATEGY,QuickConfig declaration and causal vector read are present,FROZEN_ACTIVATION_STOP,ENGINE_AUTO_WIRED|EXIT|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,false,bool,"[true,false]",SWITCH_CATALOG,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,True,True,True,True,False,NOT_IN_PARITY_INVENTORY,VECTOR_READ_NEEDS_SEMANTIC_PROOF,vector read found,S1_CAUSAL_AUDIT,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,S1Q-0016,16,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
995,FROZEN_ACTIVATION_TF,LIVE_STRATEGY_VECTOR_REPAIR,live strategy read exists but exact causal vector read is absent,GLOBAL,ENGINE_AUTO_WIRED|GLOBAL|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[""4h"",""1m"",""3m"",""5m"",""15m"",""30m"",""1h"",""D"",""W""]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,SELECTOR_VALUES,1m|3m|5m|15m|30m|1h|4h|D|W,3m crypto | 5m Tradier,False,False,True,True,False,NOT_IN_PARITY_INVENTORY,LIVE_ONLY_NEEDS_VECTOR,live read exists without exact causal vector semantics,VECTOR_CAUSAL_REPAIR,CRYPTO,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_VENUE,CRYPTO-only field is not executable on TRADIER,N_A_VENUE,CRYPTO-only field is not executable on TRADIER
996,FROZEN_STOP_ENABLED,STRATEGY_INVENTORY_REPAIR,strategy inventory field is not yet declared/read on an executable vector path,VEC_FROZEN_STOP,RECENT_5D|VEC_FROZEN_STOP,ENTRY_SWITCHES_ALL|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[true,false]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,PAIRED_SELECTOR,1m|3m|15m|1h|4h|D,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,UNWIRED,no executable vector read certificate,INVENTORY_TRIAGE,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
997,FROZEN_STOP_FILTER_TF,STRATEGY_INVENTORY_REPAIR,strategy inventory field is not yet declared/read on an executable vector path,VEC_FROZEN_STOP,VEC_FROZEN_STOP,ENTRY_SWITCHES_ALL,False,"""""",UNKNOWN,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,SELECTOR_VALUES,1m|3m|15m|1h|4h|D,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,UNWIRED,no executable vector read certificate,INVENTORY_TRIAGE,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
998,FROZEN_STOP_MIN_TFS,STRATEGY_INVENTORY_REPAIR,strategy inventory field is not yet declared/read on an executable vector path,VEC_FROZEN_STOP,VEC_FROZEN_STOP,ENTRY_SWITCHES_ALL,False,"""""",UNKNOWN,"[1,2,3]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,PAIRED_SELECTOR,1m|3m|15m|1h|4h|D,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,UNWIRED,no executable vector read certificate,INVENTORY_TRIAGE,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
999,FSTREAM_WS_URL_BASE,EXTERNAL_METADATA,operations/transport/observability control has no ledger contract,FSTREAM_WS,ENGINE_AUTO_WIRED,ENGINE_AUTO_WIRED,False,"""""",UNKNOWN,"[""wss://fstream.binance.com/stream""]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1000,FULL_RECIPE_ONLY_ENABLED,STRATEGY_INVENTORY_REPAIR,strategy inventory field is not yet declared/read on an executable vector path,FULL_RECIPE_ONLY,ENGINE_AUTO_WIRED|OTHER|RECENT_5D,ENGINE_AUTO_WIRED|RECENT_RESULTS_5D|SWITCH_CATALOG,False,false,bool,"[true,false]",SWITCH_CATALOG,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,True,False,False,False,False,NOT_IN_PARITY_INVENTORY,VECTOR_READ_NEEDS_SEMANTIC_PROOF,vector read found,INVENTORY_TRIAGE,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1001,FUNDING_EXTREME_LONG_THRESHOLD_PCT,DEPRECATED,parameter workbook marks the field DEAD/OBSOLETE and no executable read was found,FUNDING_EXTREME,ENGINE_AUTO_WIRED|RECENT_5D,ENGINE_AUTO_WIRED|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[-0.03,-0.015]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,LONG,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact LONG-side field cannot alter a SHORT ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact LONG-side field cannot alter a SHORT ledger
1002,FUNDING_EXTREME_SHORT_THRESHOLD_PCT,DEPRECATED,parameter workbook marks the field DEAD/OBSOLETE and no executable read was found,FUNDING_EXTREME,ENGINE_AUTO_WIRED|RECENT_5D,ENGINE_AUTO_WIRED|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[0.05,0.025,0.075]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,SHORT,BTCUSDC_SHORT,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,N_A_SIDE,exact SHORT-side field cannot alter a LONG ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact SHORT-side field cannot alter a LONG ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1003,FUNDING_GATE_ENABLED,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",F5_WT_CHAN_CROSS,ENGINE_AUTO_WIRED|F5_WT_CHAN_CROSS|FILTER|RECENT_5D|S2_BTC_BEST_GATES|VEC_FUNDING_GATE,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|ENTRY_SWITCHES_ALL|FILTERS_F1-F5|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[true,false,""False"",""True"",{""all_deltas"":{""False"":113.71191327591873,""True"":113.71191327591873},""best_delta"":113.71191327591873,""best_gain"":76.66106916495023,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":113.71191327591873},{""all_deltas"":{""False"":210.0455474031324,""True"":210.0455474031324},""best_delta"":210.0455474031324,""best_gain"":195.16097179174642,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":210.0455474031324},{""all_deltas"":{""False"":213.03867762099688,""True"":213.03867762099688},""best_delta"":213.03867762099688,""best_gain"":227.92325323238285,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":213.03867762099688},{""all_deltas"":{""False"":481.4244067547536,""True"":481.4244067547536},""best_delta"":481.4244067547536,""best_gain"":505.86564507571586,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":481.4244067547536},{""all_deltas"":{""False"":94.24183493227055,""True"":94.24183493227055},""best_delta"":94.24183493227055,""best_gain"":119.86060084037666,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":94.24183493227055},{""all_deltas"":{""False"":-12.430771304933554,""True"":-12.430771304933554},""best_delta"":-12.430771304933554,""best_gain"":24.62007280603495,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":-12.430771304933554},{""all_deltas"":{""False"":-17.702205420985305,""True"":-17.702205420985305},""best_delta"":-17.702205420985305,""best_gain"":6.739032899976974,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":-17.702205420985305},{""all_deltas"":{""False"":-18.20339034489639,""True"":-18.20339034489639},""best_delta"":-18.20339034489639,""best_gain"":12.996259470370264,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":-18.20339034489639},{""all_deltas"":{""False"":-2.2522992563569417,""True"":-2.2522992563569417},""best_delta"":-2.2522992563569417,""best_gain"":25.391465125287084,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":-2.2522992563569417},{""all_deltas"":{""False"":-20.256856805958257,""True"":-20.256856805958257},""best_delta"":-20.256856805958257,""best_gain"":-5.372281194572287,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":-20.256856805958257},{""all_deltas"":{""False"":-3.2503252599182764,""True"":-3.2503252599182764},""best_delta"":-3.2503252599182764,""best_gain"":6.904495071860089,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":-3.2503252599182764},{""all_deltas"":{""False"":-35.198871264467044,""True"":-35.198871264467044},""best_delta"":-35.198871264467044,""best_gain"":-9.580105356360926,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":-35.198871264467044},{""all_deltas"":{""False"":-9.139516126576533,""True"":-9.139516126576533},""best_delta"":-9.139516126576533,""best_gain"":14.555422104868859,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":-9.139516126576533},{""all_deltas"":{""False"":13.309693046950432,""True"":13.309693046950432},""best_delta"":13.309693046950432,""best_gain"":-1.574882564435538,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":13.309693046950432},{""all_deltas"":{""False"":15.250760518626628,""True"":15.250760518626628},""best_delta"":15.250760518626628,""best_gain"":-15.94888929664003,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":15.250760518626628},{""all_deltas"":{""False"":22.665212483410077,""True"":22.665212483410077},""best_delta"":22.665212483410077,""best_gain"":-4.978551898233948,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":22.665212483410077},{""all_deltas"":{""False"":39.0463172630012,""True"":39.0463172630012},""best_delta"":39.0463172630012,""best_gain"":1.995473152032692,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":39.0463172630012},{""all_deltas"":{""False"":4.116920150095602,""True"":4.116920150095602},""best_delta"":4.116920150095602,""best_gain"":-6.0379001816827635,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":4.116920150095602},{""all_deltas"":{""False"":47.639288047231304,""True"":47.639288047231304},""best_delta"":47.639288047231304,""best_gain"":-17.441474309440068,""best_paired"":{},""best_value"":false,""n_values"":2,""range"":0.0,""worst_delta"":47.639288047231304},{""all_deltas"":{""False"":53.60927558885942,""True"":53.60927558885942},""best_delta"":53.60927558885942,""best_gain"":12.551896439534591,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":53.60927558885942},{""all_deltas"":{""False"":9.874682086768557,""True"":9.874682086768557},""best_delta"":9.874682086768557,""best_gain"":-14.56655623419372,""best_paired"":{},""best_value"":true,""n_values"":2,""range"":0.0,""worst_delta"":9.874682086768557}]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,PAIRED_SELECTOR,1m|3m|15m|1h|4h|D,3m crypto | 5m Tradier,True,False,True,True,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,"one-bar real max-hold + zero hold/cooldown, equally applied",,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1004,FUNDING_GATE_ENABLED_TRADIER,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",FUNDING_GATE_ENABLED,ENGINE_AUTO_WIRED|OTHER|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,false,bool,"[true,false]",SWITCH_CATALOG,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,True,True,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,TRADIER,BOTH,MU_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,N_A_VENUE,TRADIER-only field is not executable on CRYPTO,N_A_VENUE,TRADIER-only field is not executable on CRYPTO,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1005,FUNDING_GATE_FILTER_TF,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",VEC_FUNDING_GATE,VEC_FUNDING_GATE,ENTRY_SWITCHES_ALL,False,"""""",UNKNOWN,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,SELECTOR_VALUES,1m|3m|15m|1h|4h|D,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1006,FUNDING_GATE_LONG_MAX,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",FILTER,ENGINE_AUTO_WIRED|FILTER|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[0.0005,1]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,False,False,True,True,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,CRYPTO,LONG,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,"one-bar real max-hold + zero hold/cooldown, equally applied",,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact LONG-side field cannot alter a SHORT ledger,N_A_VENUE,CRYPTO-only field is not executable on TRADIER,N_A_VENUE,CRYPTO-only field is not executable on TRADIER
1007,FUNDING_GATE_MIN_TFS,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",VEC_FUNDING_GATE,VEC_FUNDING_GATE,ENTRY_SWITCHES_ALL,False,"""""",UNKNOWN,"[1,2,3]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,PAIRED_SELECTOR,1m|3m|15m|1h|4h|D,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1008,FUNDING_GATE_MTF_LONG_MAX_BULL_TFS,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",FUNDING_GATE,ENGINE_AUTO_WIRED|RECENT_5D,ENGINE_AUTO_WIRED|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[0,1]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,LONG,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact LONG-side field cannot alter a SHORT ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact LONG-side field cannot alter a SHORT ledger
1009,FUNDING_GATE_MTF_REQUIRED,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",FILTER,ENGINE_AUTO_WIRED|FILTER|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[true,false,""True""]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,False,False,True,True,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,CRYPTO,BOTH,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,"one-bar real max-hold + zero hold/cooldown, equally applied",,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_VENUE,CRYPTO-only field is not executable on TRADIER,N_A_VENUE,CRYPTO-only field is not executable on TRADIER
1010,FUNDING_GATE_MTF_SHORT_MAX_BEAR_TFS,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",FUNDING_GATE,ENGINE_AUTO_WIRED|RECENT_5D,ENGINE_AUTO_WIRED|RECENT_RESULTS_5D,False,"""""",UNKNOWN,[1],CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,False,False,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,SHORT,BTCUSDC_SHORT,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,N_A_SIDE,exact SHORT-side field cannot alter a LONG ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact SHORT-side field cannot alter a LONG ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1011,FUNDING_GATE_PC_RATIO_LONG_MAX,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",FUNDING_GATE_PC,ENGINE_AUTO_WIRED|OTHER|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,0.6,float,"[0.6,0.9,1.2,1.5,1.8]",SWITCH_CATALOG,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,True,True,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,LONG,BTCUSDC_LONG,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact LONG-side field cannot alter a SHORT ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact LONG-side field cannot alter a SHORT ledger
1012,FUNDING_GATE_PC_RATIO_SHORT_MIN,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",FUNDING_GATE_PC,ENGINE_AUTO_WIRED|OTHER|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,0.415,float,"[0.415,0.6225,0.83,1.0375,1.245]",SWITCH_CATALOG,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,True,True,False,False,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,BOTH,SHORT,BTCUSDC_SHORT,N_A_DATA only when an exact required NPZ array is absent,standard causal lifecycle,,,,N_A_SIDE,exact SHORT-side field cannot alter a LONG ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_SIDE,exact SHORT-side field cannot alter a LONG ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent
1013,FUNDING_GATE_SHORT_MIN,EXTERNAL_METADATA,"external-state/universe control requires integration evidence, not a per-NPZ delta",FILTER,ENGINE_AUTO_WIRED|FILTER|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|RECENT_RESULTS_5D,False,"""""",UNKNOWN,"[-0.0005,1]",CURATED_WORKBOOK_OR_TYPED_DEFAULT,,ON for all listed causal parents; tested field applied last,NATIVE_ONLY_UNLESS_EXPLICIT_SELECTOR,3m_crypto|5m_tradier,3m crypto | 5m Tradier,False,False,True,True,False,NOT_IN_PARITY_INVENTORY,N_A,not eligible for a per-ledger uniqueness certificate,N_A_REGISTRY,CRYPTO,SHORT,BTCUSDC_SHORT,N_A_DATA only when an exact required NPZ array is absent,"one-bar real max-hold + zero hold/cooldown, equally applied",,,,N_A_SIDE,exact SHORT-side field cannot alter a LONG ledger,APPLICABLE,N/A_DATA allowed only after exact required NPZ array is proven absent,N_A_VENUE,CRYPTO-only field is not executable on TRADIER,N_A_VENUE,CRYPTO-only field is not executable on TRADIER
